rank,score
3221,0.0653089
3222,0.0653126
3223,0.0653133
3224,0.0653137
3225,0.0653146
3226,0.0653173
3227,0.0653198
3228,0.0653241
3229,0.0653260
3230,0.0653281
3231,0.0653381
3232,0.0653392
3233,0.0653395
3234,0.0653404
3235,0.0653412
3236,0.0653427
3237,0.0653429
3238,0.0653469
3239,0.0653476
3240,0.0653536
3241,0.0653548
3242,0.0653572
3243,0.0653572
3244,0.0653572
3245,0.0653572
3246,0.0653572
3247,0.0653594
3248,0.0653596
3249,0.0653605
3250,0.0653605
3251,0.0653606
3252,0.0653606
3253,0.0653606
3254,0.0653606
3255,0.0653606
3256,0.0653606
3257,0.0653611
3258,0.0653663
3259,0.0653688
3260,0.0653699
3261,0.0653746
3262,0.0653810
3263,0.0653864
3264,0.0653873
3265,0.0653908
3266,0.0653915
3267,0.0653955
3268,0.0653955
3269,0.0653959
3270,0.0653966
3271,0.0654029
3272,0.0654034
3273,0.0654079
3274,0.0654105
3275,0.0654108
3276,0.0654144
3277,0.0654145
3278,0.0654159
3279,0.0654210
3280,0.0654217
3281,0.0654242
3282,0.0654245
3283,0.0654247
3284,0.0654291
3285,0.0654301
3286,0.0654325
3287,0.0654349
3288,0.0654351
3289,0.0654381
3290,0.0654418
3291,0.0654422
3292,0.0654441
3293,0.0654446
3294,0.0654453
3295,0.0654504
3296,0.0654513
3297,0.0654516
3298,0.0654518
3299,0.0654552
3300,0.0654552
3301,0.0654574
3302,0.0654655
3303,0.0654674
3304,0.0654686
3305,0.0654686
3306,0.0654687
3307,0.0654701
3308,0.0654822
3309,0.0654925
3310,0.0654978
3311,0.0654986
3312,0.0655000
3313,0.0655023
3314,0.0655043
3315,0.0655070
3316,0.0655078
3317,0.0655092
3318,0.0655111
3319,0.0655136
3320,0.0655138
3321,0.0655256
3322,0.0655379
3323,0.0655401
3324,0.0655415
3325,0.0655428
3326,0.0655442
3327,0.0655488
3328,0.0655532
3329,0.0655580
3330,0.0655607
3331,0.0655610
3332,0.0655617
3333,0.0655628
3334,0.0655628
3335,0.0655665
3336,0.0655710
3337,0.0655835
3338,0.0655883
3339,0.0655902
3340,0.0655916
3341,0.0655974
3342,0.0656008
3343,0.0656040
3344,0.0656052
3345,0.0656082
3346,0.0656093
3347,0.0656121
3348,0.0656128
3349,0.0656154
3350,0.0656268
3351,0.0656376
3352,0.0656394
3353,0.0656468
3354,0.0656589
3355,0.0656655
3356,0.0656695
3357,0.0656738
3358,0.0656784
3359,0.0656854
3360,0.0656886
3361,0.0657001
3362,0.0657016
3363,0.0657086
3364,0.0657194
3365,0.0657296
3366,0.0657503
3367,0.0657547
3368,0.0657555
3369,0.0657679
3370,0.0657754
3371,0.0657837
3372,0.0657873
3373,0.0657899
3374,0.0657993
3375,0.0658032
3376,0.0658041
3377,0.0658087
3378,0.0658118
3379,0.0658141
3380,0.0658468
3381,0.0658534
3382,0.0658571
3383,0.0658608
3384,0.0658630
3385,0.0658691
3386,0.0658831
3387,0.0658955
3388,0.0659296
3389,0.0659410
3390,0.0659462
3391,0.0659616
3392,0.0659653
3393,0.0659875
3394,0.0660039
3395,0.0660065
3396,0.0660337
3397,0.0660371
3398,0.0660456
3399,0.0660594
3400,0.0660944
3401,0.0660944
3402,0.0660953
3403,0.0661101
3404,0.0661433
3405,0.0661481
3406,0.0661521
3407,0.0661617
3408,0.0661643
3409,0.0661796
3410,0.0661857
3411,0.0662399
3412,0.0662485
3413,0.0662825
3414,0.0662856
3415,0.0662880
3416,0.0662935
3417,0.0663007
3418,0.0663010
3419,0.0663010
3420,0.0663010
3421,0.0663010
3422,0.0663010
3423,0.0663010
3424,0.0663010
3425,0.0663010
3426,0.0663010
3427,0.0663010
3428,0.0663010
3429,0.0663010
3430,0.0663010
3431,0.0663010
3432,0.0663010
3433,0.0663010
3434,0.0663010
3435,0.0663010
3436,0.0663010
3437,0.0663010
3438,0.0663010
3439,0.0663010
3440,0.0663010
3441,0.0663010
3442,0.0663010
3443,0.0663010
3444,0.0663010
3445,0.0663010
3446,0.0663010
3447,0.0663010
3448,0.0663010
3449,0.0663010
3450,0.0663010
3451,0.0663010
3452,0.0663010
3453,0.0663010
3454,0.0663010
3455,0.0663010
3456,0.0663010
3457,0.0663010
3458,0.0663010
3459,0.0663010
3460,0.0663010
3461,0.0663010
3462,0.0663010
3463,0.0663010
3464,0.0663010
3465,0.0663010
3466,0.0663010
3467,0.0663010
3468,0.0663010
3469,0.0663010
3470,0.0663010
3471,0.0663010
3472,0.0663010
3473,0.0663010
3474,0.0663010
3475,0.0663010
3476,0.0663010
3477,0.0663010
3478,0.0663010
3479,0.0663010
3480,0.0663010
3481,0.0663010
3482,0.0663010
3483,0.0663010
3484,0.0663010
3485,0.0663010
3486,0.0663010
3487,0.0663010
3488,0.0663010
3489,0.0663010
3490,0.0663010
3491,0.0663010
3492,0.0663010
3493,0.0663010
3494,0.0663010
3495,0.0663010
3496,0.0663010
3497,0.0663010
3498,0.0663010
3499,0.0663010
3500,0.0663010
3501,0.0663010
3502,0.0663010
3503,0.0663010
3504,0.0663010
3505,0.0663010
3506,0.0663010
3507,0.0663010
3508,0.0663010
3509,0.0663010
3510,0.0663010
3511,0.0663010
3512,0.0663010
3513,0.0663010
3514,0.0663010
3515,0.0663010
3516,0.0663010
3517,0.0663010
3518,0.0663010
3519,0.0663010
3520,0.0663010
3521,0.0663010
3522,0.0663010
3523,0.0663010
3524,0.0663010
3525,0.0663010
3526,0.0663010
3527,0.0663010
3528,0.0663010
3529,0.0663010
3530,0.0663010
3531,0.0663010
3532,0.0663010
3533,0.0663010
3534,0.0663010
3535,0.0663010
3536,0.0663010
3537,0.0663010
3538,0.0663010
3539,0.0663010
3540,0.0663010
3541,0.0663010
3542,0.0663010
3543,0.0663010
3544,0.0663010
3545,0.0663010
3546,0.0663010
3547,0.0663010
3548,0.0663010
3549,0.0663010
3550,0.0663010
3551,0.0663010
3552,0.0663010
3553,0.0663010
3554,0.0663010
3555,0.0663010
3556,0.0663010
3557,0.0663010
3558,0.0663010
3559,0.0663010
3560,0.0663010
3561,0.0663010
3562,0.0663010
3563,0.0663010
3564,0.0663010
3565,0.0663010
3566,0.0663010
3567,0.0663010
3568,0.0663010
3569,0.0663010
3570,0.0663010
3571,0.0663010
3572,0.0663010
3573,0.0663010
3574,0.0663010
3575,0.0663010
3576,0.0663010
3577,0.0663010
3578,0.0663010
3579,0.0663010
3580,0.0663010
3581,0.0663010
3582,0.0663010
3583,0.0663010
3584,0.0663010
3585,0.0663010
3586,0.0663010
3587,0.0663010
3588,0.0663010
3589,0.0663010
3590,0.0663010
3591,0.0663010
3592,0.0663010
3593,0.0663010
3594,0.0663010
3595,0.0663010
3596,0.0663010
3597,0.0663010
3598,0.0663010
3599,0.0663010
3600,0.0663010
3601,0.0663010
3602,0.0663010
3603,0.0663010
3604,0.0663010
3605,0.0663010
3606,0.0663010
3607,0.0663010
3608,0.0663010
3609,0.0663010
3610,0.0663010
3611,0.0663010
3612,0.0663010
3613,0.0663010
3614,0.0663010
3615,0.0663010
3616,0.0663010
3617,0.0663010
3618,0.0663010
3619,0.0663010
3620,0.0663010
3621,0.0663010
3622,0.0663010
3623,0.0663010
3624,0.0663010
3625,0.0663010
3626,0.0663010
3627,0.0663010
3628,0.0663010
3629,0.0663010
3630,0.0663091
3631,0.0663122
3632,0.0663269
3633,0.0663704
3634,0.0663706
3635,0.0663758
3636,0.0663808
3637,0.0663871
3638,0.0663994
3639,0.0664077
3640,0.0664220
3641,0.0664257
3642,0.0664299
3643,0.0664773
3644,0.0664803
3645,0.0665095
3646,0.0665410
3647,0.0665661
3648,0.0665879
3649,0.0666048
3650,0.0666050
3651,0.0666050
3652,0.0666125
3653,0.0666125
3654,0.0666384
3655,0.0666914
3656,0.0668282
3657,0.0668301
3658,0.0668691
3659,0.0668731
3660,0.0668753
3661,0.0669146
3662,0.0669167
3663,0.0669461
3664,0.0669522
3665,0.0669638
3666,0.0669841
3667,0.0670210
3668,0.0670357
3669,0.0670372
3670,0.0670697
3671,0.0672121
3672,0.0672340
3673,0.0672405
3674,0.0672666
3675,0.0673045
3676,0.0673446
3677,0.0673496
3678,0.0674108
3679,0.0675467
3680,0.0676375
3681,0.0679860
3682,0.0681310
3683,0.0682338
3684,0.0682673
3685,0.0683142
3686,0.0683868
3687,0.0684790
3688,0.0685629
3689,0.0685703
3690,0.0686522
3691,0.0686773
3692,0.0688119
3693,0.0688418
3694,0.0690915
3695,0.0691121
3696,0.0692694
3697,0.0693030
3698,0.0695031
3699,0.0695313
3700,0.0697556
3701,0.0698062
3702,0.0700120
3703,0.0700218
3704,0.0700339
3705,0.0701599
3706,0.0701862
3707,0.0702948
3708,0.0703488
3709,0.0703547
3710,0.0703800
3711,0.0704789
3712,0.0711181
3713,0.0711364
3714,0.0712761
3715,0.0713338
3716,0.0715116
3717,0.0717463
3718,0.0718318
3719,0.0723781
3720,0.0724492
3721,0.0730128
3722,0.0733787
3723,0.0738126
3724,0.0739012
3725,0.0741323
3726,0.0746338
3727,0.0746776
3728,0.0757487
3729,0.0758826
3730,0.0760024
3731,0.0765568
3732,0.0767193
3733,0.0767979
3734,0.0768500
3735,0.0772844
3736,0.0775081
3737,0.0776987
3738,0.0779939
3739,0.0781310
3740,0.0796358
3741,0.0797940
3742,0.0798162
3743,0.0799072
3744,0.0802628
3745,0.0831355
3746,0.0832169
3747,0.0832526
3748,0.0852846
3749,0.0873361
3750,0.0897096
3751,0.0908347
3752,0.0949374
3753,0.0956322
3754,0.0976397
3755,0.0989709
3756,0.0991977
3757,0.1120674
3758,0.1150383
3759,0.1152850
3760,0.1161240
3761,0.1258498
3762,0.1258604
3763,0.1259872
3764,0.1293140
3765,0.1400912
3766,0.1513322
3767,0.1569836
3768,0.2379141
3769,0.3831633
3770,0.4095401
3771,0.4122510
3772,0.4328314
3773,0.4471401
3774,0.7844633
3775,0.9993004
3776,1.1111200
3777,1.3090738
3778,2.0461147
3779,176.1237329
